"V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"negative regulation of maintenance of sister chromatid cohesion [GO:0034092]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of maintenance of sister chromatid cohesion [GO:0034093]",0.535737365904098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of maintenance of meiotic sister chromatid cohesion [GO:0034094]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of maintenance of meiotic sister chromatid cohesion [GO:0034095]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of maintenance of meiotic sister chromatid cohesion [GO:0034096]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"response to cytokine stimulus [GO:0034097]",0.734973175544522,0.680471793474743,0.496962083601354,0.601772366251093,0.38112095636503,0.886466585419243,0.179378413177243,1,1,0.368571023286259,0.603684199580416,1,0.924496543653036,1,0.132319725856724,0.334914548797034,0.408094383509355,0.09385236792537,1,1
"erythrocyte homeostasis [GO:0034101]",0.0845073145963881,1,1,1,0.476059338188394,1,1,1,1,1,1,1,0.185457543525266,1,1,1,1,1,1,1
"erythrocyte clearance [GO:0034102]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of tissue remodeling [GO:0034103]",0.577807210933193,1,0.139319471460208,0.372150593422185,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of tissue remodeling [GO:0034104]",1,1,0.0419470682984396,0.330232358271452,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of tissue remodeling [GO:0034105]",0.55352165945179,1,1,0.451890216917685,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of erythrocyte clearance [GO:0034106]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of erythrocyte clearance [GO:0034107]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of erythrocyte clearance [GO:0034108]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"homotypic cell-cell adhesion [GO:0034109]",0.792551094265912,1,1,0.429251377528986,0.193528382495648,1,0.0373064379731493,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of homotypic cell-cell adhesion [GO:0034110]",1,1,1,0.0447024068152368,0.276084408491011,1,0.114001133715195,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of homotypic cell-cell adhesion [GO:0034111]",1,1,1,0.330232358271452,1,1,0.0472534306804665,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of homotypic cell-cell adhesion [GO:0034112]",1,1,1,0.330232358271452,0.121207351986098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"heterotypic cell-cell adhesion [GO:0034113]",0.784492357931956,1,1,1,0.121207351986098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of heterotypic cell-cell adhesion [GO:0034114]",0.784492357931956,1,1,1,0.121207351986098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of heterotypic cell-cell adhesion [GO:0034115]",0.535737365904098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of heterotypic cell-cell adhesion [GO:0034116]",1,1,1,1,0.0625565464650378,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"erythrocyte aggregation [GO:0034117]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of erythrocyte aggregation [GO:0034118]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of erythrocyte aggregation [GO:0034119]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of erythrocyte aggregation [GO:0034120]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of toll-like receptor signaling pathway [GO:0034121]",0.443793748664674,0.139607536341764,1,0.798906755434492,1,1,1,1,1,1,1,0.0255707902434401,1,1,1,1,1,1,1,1
"negative regulation of toll-like receptor signaling pathway [GO:0034122]",0.367885008074404,1,1,1,1,1,1,1,1,1,1,0.0128648785138664,1,1,1,1,1,1,1,1
"positive regulation of toll-like receptor signaling pathway [GO:0034123]",0.739158310829177,0.0724083663083543,1,0.551462785476083,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of MyD88-dependent toll-like receptor signaling pathway [GO:0034124]",0.535737365904098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of MyD88-dependent toll-like receptor signaling pathway [GO:0034125]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of MyD88-dependent toll-like receptor signaling pathway [GO:0034126]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of MyD88-independent toll-like receptor signaling pathway [GO:0034127]",0.535737365904098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of MyD88-independent toll-like receptor signaling pathway [GO:0034128]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of MyD88-independent toll-like receptor signaling pathway [GO:0034129]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"toll-like receptor 1 signaling pathway [GO:0034130]",0.713926873322032,0.386924254865389,1,0.721033048692664,0.814068936215133,0.176450606961005,0.467553343184801,0.0428486797585244,0.202680779335159,1,0.345694590472394,1,1,1,0.518318475327331,1,1,1,1,1
"regulation of toll-like receptor 1 signaling pathway [GO:0034131]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of toll-like receptor 1 signaling pathway [GO:0034132]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of toll-like receptor 1 signaling pathway [GO:0034133]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"toll-like receptor 2 signaling pathway [GO:0034134]",0.651524976033552,0.420637994134864,1,0.798967703667436,0.84693260519551,0.208621355729519,0.151986200295072,0.0476821423011199,0.223286814049924,1,0.377005615804322,1,1,1,0.557324396593685,1,1,1,1,1
"regulation of toll-like receptor 2 signaling pathway [GO:0034135]",0.535737365904098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of toll-like receptor 2 signaling pathway [GO:0034136]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of toll-like receptor 2 signaling pathway [GO:0034137]",0.535737365904098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"toll-like receptor 3 signaling pathway [GO:0034138]",0.426774543773576,1,1,0.775181491977998,1,0.197820425208591,0.492797084186105,0.0460734972712233,0.216477106714324,0.387406806802794,0.366737380305316,1,1,1,0.54468495975193,1,1,1,1,1
"regulation of toll-like receptor 3 signaling pathway [GO:0034139]",0.535737365904098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of toll-like receptor 3 signaling pathway [GO:0034140]",0.535737365904098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of toll-like receptor 3 signaling pathway [GO:0034141]",0.535737365904098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"toll-like receptor 4 signaling pathway [GO:0034142]",0.669777473890964,0.150558506265167,1,0.686478251618814,0.908911159904721,0.296176271043174,0.221270872623226,0.0604614446254372,0.275706170431,0.476884501508643,0.453421041081756,1,1,1,0.646640826976258,1,1,1,1,1
"regulation of toll-like receptor 4 signaling pathway [GO:0034143]",0.739158310829177,0.0724083663083543,1,0.551462785476083,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of toll-like receptor 4 signaling pathway [GO:0034144]",0.535737365904098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of toll-like receptor 4 signaling pathway [GO:0034145]",0.899977707172039,0.0548097898588683,1,0.451890216917685,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"toll-like receptor 5 signaling pathway [GO:0034146]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of toll-like receptor 5 signaling pathway [GO:0034147]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of toll-like receptor 5 signaling pathway [GO:0034148]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of toll-like receptor 5 signaling pathway [GO:0034149]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"toll-like receptor 6 signaling pathway [GO:0034150]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of toll-like receptor 6 signaling pathway [GO:0034151]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of toll-like receptor 6 signaling pathway [GO:0034152]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of toll-like receptor 6 signaling pathway [GO:0034153]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"toll-like receptor 7 signaling pathway [GO:0034154]",1,1,1,1,1,1,0.0239110766446944,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of toll-like receptor 7 signaling pathway [GO:0034155]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of toll-like receptor 7 signaling pathway [GO:0034156]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of toll-like receptor 7 signaling pathway [GO:0034157]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"toll-like receptor 8 signaling pathway [GO:0034158]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of toll-like receptor 8 signaling pathway [GO:0034159]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of toll-like receptor 8 signaling pathway [GO:0034160]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of toll-like receptor 8 signaling pathway [GO:0034161]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"toll-like receptor 9 signaling pathway [GO:0034162]",0.784492357931956,1,1,1,1,1,0.0472534306804665,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of toll-like receptor 9 signaling pathway [GO:0034163]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of toll-like receptor 9 signaling pathway [GO:0034164]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of toll-like receptor 9 signaling pathway [GO:0034165]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"toll-like receptor 10 signaling pathway [GO:0034166]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of toll-like receptor 10 signaling pathway [GO:0034167]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of toll-like receptor 10 signaling pathway [GO:0034168]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of toll-like receptor 10 signaling pathway [GO:0034169]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"toll-like receptor 11 signaling pathway [GO:0034170]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of toll-like receptor 11 signaling pathway [GO:0034171]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of toll-like receptor 11 signaling pathway [GO:0034172]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of toll-like receptor 11 signaling pathway [GO:0034173]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"toll-like receptor 12 signaling pathway [GO:0034174]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of toll-like receptor 12 signaling pathway [GO:0034175]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of toll-like receptor 12 signaling pathway [GO:0034176]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of toll-like receptor 12 signaling pathway [GO:0034177]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"toll-like receptor 13 signaling pathway [GO:0034178]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of toll-like receptor 13 signaling pathway [GO:0034179]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of toll-like receptor 13 signaling pathway [GO:0034180]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of toll-like receptor 13 signaling pathway [GO:0034181]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of maintenance of mitotic sister chromatid cohesion [GO:0034182]",0.535737365904098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of maintenance of mitotic sister chromatid cohesion [GO:0034183]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of maintenance of mitotic sister chromatid cohesion [GO:0034184]",0.535737365904098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"D-galactonate metabolic process [GO:0034192]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"L-galactonate metabolic process [GO:0034193]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"D-galactonate catabolic process [GO:0034194]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"L-galactonate catabolic process [GO:0034195]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"acylglycerol transport [GO:0034196]",0.535737365904098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"triglyceride transport [GO:0034197]",0.535737365904098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"cellular response to amino acid starvation [GO:0034198]",0.535737365904098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"activation of protein kinase A activity [GO:0034199]",0.720722857389101,1,0.120665895844967,0.699653253990898,1,0.163668261227004,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"response to oleic acid [GO:0034201]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"glycolipid translocation [GO:0034203]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"lipid translocation [GO:0034204]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"beta-amyloid formation [GO:0034205]",0.535737365904098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"steroid acetylation [GO:0034207]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"steroid deacetylation [GO:0034208]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"sterol acetylation [GO:0034209]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"sterol deacetylation [GO:0034210]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"quinolinate catabolic process [GO:0034213]",0.535737365904098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"protein hexamerization [GO:0034214]",0.367885008074404,1,1,0.551462785476083,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"ascospore wall chitin biosynthetic process [GO:0034217]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"ascospore wall chitin metabolic process [GO:0034218]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"carbohydrate transmembrane transport [GO:0034219]",0.286982373876238,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"ion transmembrane transport [GO:0034220]",0.100998428814493,0.220086030135222,0.55417389986909,0.888512280860506,0.642106023983758,0.926130882479785,0.6202489886047,1,1,0.191026667973391,1,1,0.833650107426284,1,0.914061552945628,1,0.480556575732601,0.304134461864838,1,0.165656847903501
"fungal-type cell wall chitin biosynthetic process [GO:0034221]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of cell wall chitin metabolic process [GO:0034222]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of ascospore wall chitin biosynthetic process [GO:0034223]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"cellular response to zinc ion starvation [GO:0034224]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of transcription from RNA polymerase II promoter in response to zinc ion starvation [GO:0034225]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"lysine import [GO:0034226]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"tRNA thio-modification [GO:0034227]",0.535737365904098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"ethanolamine transport [GO:0034229]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"enkephalin processing [GO:0034230]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"islet amyloid polypeptide processing [GO:0034231]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"ascospore wall chitin catabolic process [GO:0034232]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of cell wall chitin catabolic process [GO:0034233]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of ascospore wall chitin catabolic process [GO:0034234]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"macrophage fusion [GO:0034238]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of macrophage fusion [GO:0034239]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of macrophage fusion [GO:0034240]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of macrophage fusion [GO:0034241]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of syncytium formation by plasma membrane fusion [GO:0034242]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of transcription elongation from RNA polymerase II promoter [GO:0034243]",0.535737365904098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of transcription elongation from RNA polymerase II promoter [GO:0034244]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"snoRNA splicing [GO:0034247]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of cellular amide metabolic process [GO:0034248]",1,1,1,0.181594933436733,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of cellular amide metabolic process [GO:0034249]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of cellular amide metabolic process [GO:0034250]",1,1,1,0.181594933436733,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of cellular amide catabolic process [GO:0034251]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of cellular amide catabolic process [GO:0034252]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of cellular amide catabolic process [GO:0034253]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of urea catabolic process [GO:0034254]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of urea metabolic process [GO:0034255]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"nicotinamide riboside transport [GO:0034258]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of Rho GTPase activity [GO:0034259]",0.784492357931956,1,1,1,0.121207351986098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of GTPase activity [GO:0034260]",0.854065949683407,1,1,0.632957003296606,0.276084408491011,1,0.114001133715195,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of Ras GTPase activity [GO:0034261]",0.55352165945179,1,1,1,0.176195799515346,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"autophagy in response to ER overload [GO:0034263]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"isopentenyl adenine metabolic process [GO:0034264]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"isopentenyl adenine biosynthetic process [GO:0034265]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"isopentenyl adenine catabolic process [GO:0034266]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"discadenine metabolic process [GO:0034267]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"discadenine biosynthetic process [GO:0034268]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"discadenine catabolic process [GO:0034269]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"kynurenic acid metabolic process [GO:0034275]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"kynurenic acid biosynthetic process [GO:0034276]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"response to monosaccharide stimulus [GO:0034284]",0.0993834240581393,1,1,0.530080255684883,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0249315787042736,1
"response to disaccharide stimulus [GO:0034285]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"response to maltose stimulus [GO:0034286]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"detection of monosaccharide stimulus [GO:0034287]",0.286982373876238,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"detection of disaccharide stimulus [GO:0034288]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"detection of maltose stimulus [GO:0034289]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"sexual sporulation [GO:0034293]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"sexual spore wall assembly [GO:0034294]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"basidiospore formation [GO:0034295]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"zygospore formation [GO:0034296]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"oidium formation [GO:0034297]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"arthrospore formation [GO:0034298]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"reproductive blastospore formation [GO:0034299]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"sporangiospore formation [GO:0034300]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"endospore formation [GO:0034301]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"akinete formation [GO:0034302]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"myxospore formation [GO:0034303]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"actinomycete-type spore formation [GO:0034304]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of asexual sporulation [GO:0034305]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of sexual sporulation [GO:0034306]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of ascospore formation [GO:0034307]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"primary alcohol metabolic process [GO:0034308]",0.739158310829177,1,1,0.551462785476083,1,1,1,1,1,1,1,1,1,1,1,1,0.0719195169625356,1,1,1
"primary alcohol biosynthetic process [GO:0034309]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"primary alcohol catabolic process [GO:0034310]",0.535737365904098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"diol metabolic process [GO:0034311]",0.92073749583056,1,0.120665895844967,0.299475749825144,1,1,1,1,1,1,1,1,1,1,0.154941397476852,1,1,1,1,1
"diol biosynthetic process [GO:0034312]",0.899977707172039,1,1,0.451890216917685,1,1,1,1,1,1,1,1,1,1,0.0807140901505901,1,1,1,1,1
"diol catabolic process [GO:0034313]",1,1,1,0.181594933436733,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Arp2/3 complex-mediated actin nucleation [GO:0034314]",0.535737365904098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of Arp2/3 complex-mediated actin nucleation [GO:0034315]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of Arp2/3 complex-mediated actin nucleation [GO:0034316]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"cell junction assembly [GO:0034329]",0.981929376986738,0.595281774147671,0.643548544881657,0.0195542477106267,0.811703366190927,0.761597671289458,1,1,0.342134001735238,0.20175170427023,1,1,0.254518638846034,1,1,1,0.222274528778703,0.180897655880647,1,0.0948634163619961
"cell junction organization [GO:0034330]",0.9607500193202,0.63869590480289,0.686814404967289,0.0268048958413758,0.860289355548211,0.800842342282806,1,1,0.375798956122511,0.240110072128096,1,1,0.299869301562466,0.124736297742801,1,1,0.263482459081856,0.201146129927386,1,0.106109390959972
"cell junction maintenance [GO:0034331]",0.55352165945179,1,1,1,1,1,1,1,1,1,1,1,1,0.00735006727180387,1,1,1,1,1,1
"adherens junction organization [GO:0034332]",0.611061890662935,0.245776382329592,1,0.786068363881949,1,0.360512992262981,1,1,1,0.230724509211985,1,1,0.264933042419117,1,1,1,1,1,1,0.0306020322073548
"adherens junction assembly [GO:0034333]",0.566796852547832,0.0896815067779777,1,0.632957003296606,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"adherens junction maintenance [GO:0034334]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"RNA folding [GO:0034337]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of transcription from RNA polymerase II promoter by nuclear hormone receptor [GO:0034339]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"response to type I interferon [GO:0034340]",0.975613586667391,1,0.097561195359811,0.485711189077687,0.0175729613414046,1,0.454466770644505,1,1,1,0.334914548797035,1,1,1,1,0.0778408154274788,1,0.0985719477732341,1,1
