"","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"chromosome movement towards spindle pole [GO:0051305]",1,1,1,1,1,1,1,1,1,1,1,1
"mitotic sister chromatid separation [GO:0051306]",1,1,1,1,1,1,1,1,1,1,1,1
"meiotic chromosome separation [GO:0051307]",1,1,1,1,1,1,1,1,1,1,1,1
"male meiosis chromosome separation [GO:0051308]",1,1,1,1,1,1,1,1,1,1,1,1
"female meiosis chromosome separation [GO:0051309]",1,1,1,1,1,1,1,1,1,1,1,1
"metaphase plate congression [GO:0051310]",1,1,1,1,1,1,1,1,1,1,1,1
"meiotic metaphase plate congression [GO:0051311]",1,1,1,1,1,1,1,1,1,1,1,1
"chromosome decondensation [GO:0051312]",1,1,1,1,1,1,1,1,1,1,1,1
"attachment of spindle microtubules to kinetochore involved in mitotic sister chromatid segregation [GO:0051315]",1,1,1,1,1,1,1,1,1,1,1,1
"attachment of spindle microtubules to kinetochore involved in meiotic chromosome segregation [GO:0051316]",1,1,1,1,1,1,1,1,1,1,1,1
"G1 phase [GO:0051318]",1,1,1,1,1,1,1,1,1,1,1,1
"G2 phase [GO:0051319]",1,1,1,1,1,1,1,1,1,1,1,1
"S phase [GO:0051320]",0.544273028223436,1,0.626497409155806,1,1,1,0.206168318236736,1,1,1,1,1
"meiotic cell cycle [GO:0051321]",0.0525261743605344,1,1,1,1,1,1,1,1,1,1,1
"anaphase [GO:0051322]",1,1,1,1,1,1,1,1,1,1,1,1
"metaphase [GO:0051323]",1,1,1,1,1,1,1,1,1,1,1,1
"prophase [GO:0051324]",1,1,1,1,1,1,1,1,1,1,1,1
"interphase [GO:0051325]",0.227900585006648,1,0.731448550384753,1,1,1,0.265213649938136,1,1,1,1,1
"telophase [GO:0051326]",1,1,1,1,1,1,1,1,1,1,1,1
"M phase of meiotic cell cycle [GO:0051327]",0.0525261743605344,1,1,1,1,1,1,1,1,1,1,1
"interphase of meiotic cell cycle [GO:0051328]",1,1,1,1,1,1,1,1,1,1,1,1
"interphase of mitotic cell cycle [GO:0051329]",0.227900585006648,1,0.731448550384753,1,1,1,0.265213649938136,1,1,1,1,1
"G1 phase of meiotic cell cycle [GO:0051330]",1,1,1,1,1,1,1,1,1,1,1,1
"G2 phase of meiotic cell cycle [GO:0051331]",1,1,1,1,1,1,1,1,1,1,1,1
"S phase of meiotic cell cycle [GO:0051332]",1,1,1,1,1,1,1,1,1,1,1,1
"meiotic nuclear envelope reassembly [GO:0051333]",1,1,1,1,1,1,1,1,1,1,1,1
"meiosis I nuclear envelope reassembly [GO:0051334]",1,1,1,1,1,1,1,1,1,1,1,1
"meiosis II nuclear envelope reassembly [GO:0051335]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of hydrolase activity [GO:0051336]",0.231354086201176,1,0.16453085797979,0.93100334866475,1,1,1,0.10837429193107,1,1,1,1
"amitosis [GO:0051337]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of transferase activity [GO:0051338]",0.128374617538929,1,0.222728258606462,1,1,1,1,0.0894040420236661,1,1,1,1
"regulation of lyase activity [GO:0051339]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of ligase activity [GO:0051340]",0.649730509295699,1,0.311643985468965,1,1,1,0.265213649938136,1,1,1,1,1
"regulation of oxidoreductase activity [GO:0051341]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of cyclic-nucleotide phosphodiesterase activity [GO:0051342]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of cyclic-nucleotide phosphodiesterase activity [GO:0051343]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of cyclic-nucleotide phosphodiesterase activity [GO:0051344]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of hydrolase activity [GO:0051345]",0.504928408030246,1,0.305693188464338,0.816112802909528,1,1,1,0.0701122688966523,1,1,1,1
"negative regulation of hydrolase activity [GO:0051346]",0.227900585006648,1,0.311643985468965,1,1,1,1,1,1,1,1,1
"positive regulation of transferase activity [GO:0051347]",0.418366020397025,1,0.217190392733859,1,1,1,1,0.0603445406287603,1,1,1,1
"negative regulation of transferase activity [GO:0051348]",0.407432757877658,1,0.480949121606206,1,1,1,1,1,1,1,1,1
"positive regulation of lyase activity [GO:0051349]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of lyase activity [GO:0051350]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of ligase activity [GO:0051351]",0.544273028223436,1,0.626497409155806,1,1,1,0.206168318236736,1,1,1,1,1
"negative regulation of ligase activity [GO:0051352]",0.649730509295699,1,0.311643985468965,1,1,1,0.265213649938136,1,1,1,1,1
"positive regulation of oxidoreductase activity [GO:0051353]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of oxidoreductase activity [GO:0051354]",1,1,1,1,1,1,1,1,1,1,1,1
"proprioception involved in equilibrioception [GO:0051355]",1,1,1,1,1,1,1,1,1,1,1,1
"visual perception involved in equilibrioception [GO:0051356]",1,1,1,1,1,1,1,1,1,1,1,1
"peptide cross-linking via 3-(2-methylthio)ethyl-6-(4-hydroxybenzylidene)-5-iminopiperazin-2-one [GO:0051357]",1,1,1,1,1,1,1,1,1,1,1,1
"peptide cross-linking via 2-imino-glutamic acid 5-imidazolinone glycine [GO:0051358]",1,1,1,1,1,1,1,1,1,1,1,1
"peptide cross-linking via 2-imino-methionine 5-imidazolinone glycine [GO:0051359]",1,1,1,1,1,1,1,1,1,1,1,1
"peptide cross-linking via L-asparagine 5-imidazolinone glycine [GO:0051360]",1,1,1,1,1,1,1,1,1,1,1,1
"peptide cross-linking via L-lysine 5-imidazolinone glycine [GO:0051361]",1,1,1,1,1,1,1,1,1,1,1,1
"peptide cross-linking via 2-tetrahydropyridinyl-5-imidazolinone glycine [GO:0051362]",1,1,1,1,1,1,1,1,1,1,1,1
"peptidoglycan-protein cross-linking via L-alanyl-pentaglycyl-murein [GO:0051363]",1,1,1,1,1,1,1,1,1,1,1,1
"N-terminal peptidyl-proline N-formylation [GO:0051364]",1,1,1,1,1,1,1,1,1,1,1,1
"cellular response to potassium ion starvation [GO:0051365]",1,1,1,1,1,1,1,1,1,1,1,1
"protein decanoylation [GO:0051366]",1,1,1,1,1,1,1,1,1,1,1,1
"peptidyl-serine decanoylation [GO:0051367]",1,1,1,1,1,1,1,1,1,1,1,1
"peptidyl-threonine octanoylation [GO:0051368]",1,1,1,1,1,1,1,1,1,1,1,1
"peptidyl-threonine decanoylation [GO:0051369]",1,1,1,1,1,1,1,1,1,1,1,1
"kinetochore assembly [GO:0051382]",1,1,1,1,1,1,1,1,1,1,1,1
"kinetochore organization [GO:0051383]",1,1,1,1,1,1,1,1,1,1,1,1
"response to glucocorticoid stimulus [GO:0051384]",1,1,1,1,1,1,1,1,1,1,1,1
"response to mineralocorticoid stimulus [GO:0051385]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of nerve growth factor receptor signaling pathway [GO:0051386]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of nerve growth factor receptor signaling pathway [GO:0051387]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of nerve growth factor receptor signaling pathway [GO:0051388]",1,1,1,1,1,1,1,1,1,1,1,1
"inactivation of MAPKK activity [GO:0051389]",1,1,1,1,1,1,1,1,1,1,1,1
"inactivation of MAPKKK activity [GO:0051390]",1,1,1,1,1,1,1,1,1,1,1,1
"tRNA acetylation [GO:0051391]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of nerve growth factor receptor activity [GO:0051394]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of nerve growth factor receptor activity [GO:0051395]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of nerve growth factor receptor activity [GO:0051396]",1,1,1,1,1,1,1,1,1,1,1,1
"neuron apoptotic process [GO:0051402]",1,1,0.311643985468965,1,0.0244887633387246,1,1,0.0405628410025136,1,1,1,1
"stress-activated MAPK cascade [GO:0051403]",1,1,1,1,1,1,1,1,1,1,1,1
"response to nitrosative stress [GO:0051409]",1,1,1,1,1,1,1,1,1,1,1,1
"detoxification of nitrogen compound [GO:0051410]",1,1,1,1,1,1,1,1,1,1,1,1
"response to corticosterone stimulus [GO:0051412]",1,1,1,1,1,1,1,1,1,1,1,1
"response to cortisone stimulus [GO:0051413]",1,1,1,1,1,1,1,1,1,1,1,1
"response to cortisol stimulus [GO:0051414]",1,1,1,1,1,1,1,1,1,1,1,1
"interphase microtubule nucleation by interphase microtubule organizing center [GO:0051415]",1,1,1,1,1,1,1,1,1,1,1,1
"microtubule nucleation by spindle pole body [GO:0051417]",1,1,1,1,1,1,1,1,1,1,1,1
"microtubule nucleation by microtubule organizing center [GO:0051418]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of endo-1,4-beta-xylanase activity [GO:0051421]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of endo-1,4-beta-xylanase activity [GO:0051422]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of endo-1,4-beta-xylanase activity [GO:0051423]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle [GO:0051436]",0.649730509295699,1,0.311643985468965,1,1,1,0.265213649938136,1,1,1,1,1
"positive regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle [GO:0051437]",0.544273028223436,1,0.626497409155806,1,1,1,0.206168318236736,1,1,1,1,1
"regulation of ubiquitin-protein ligase activity [GO:0051438]",0.649730509295699,1,0.311643985468965,1,1,1,0.265213649938136,1,1,1,1,1
"regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle [GO:0051439]",0.649730509295699,1,0.311643985468965,1,1,1,0.265213649938136,1,1,1,1,1
"regulation of ubiquitin-protein ligase activity involved in meiotic cell cycle [GO:0051440]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of ubiquitin-protein ligase activity involved in meiotic cell cycle [GO:0051441]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of ubiquitin-protein ligase activity involved in meiotic cell cycle [GO:0051442]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of ubiquitin-protein ligase activity [GO:0051443]",0.544273028223436,1,0.626497409155806,1,1,1,0.206168318236736,1,1,1,1,1
"negative regulation of ubiquitin-protein ligase activity [GO:0051444]",0.649730509295699,1,0.311643985468965,1,1,1,0.265213649938136,1,1,1,1,1
"regulation of meiotic cell cycle [GO:0051445]",0.229979466119096,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of meiotic cell cycle [GO:0051446]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of meiotic cell cycle [GO:0051447]",1,1,1,1,1,1,1,1,1,1,1,1
"myoblast proliferation [GO:0051450]",1,1,1,1,1,1,1,1,1,1,1,1
"myoblast migration [GO:0051451]",1,1,1,1,1,1,1,1,1,1,1,1
"intracellular pH reduction [GO:0051452]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of intracellular pH [GO:0051453]",1,1,1,1,1,1,1,1,1,1,1,1
"intracellular pH elevation [GO:0051454]",1,1,1,1,1,1,1,1,1,1,1,1
"attachment of spindle microtubules to kinetochore involved in homologous chromosome segregation [GO:0051455]",1,1,1,1,1,1,1,1,1,1,1,1
"attachment of spindle microtubules to kinetochore involved in meiotic sister chromatid segregation [GO:0051456]",1,1,1,1,1,1,1,1,1,1,1,1
"maintenance of protein location in nucleus [GO:0051457]",1,1,0.279260780287474,1,1,1,1,1,1,1,1,1
"corticotropin secretion [GO:0051458]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of corticotropin secretion [GO:0051459]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of corticotropin secretion [GO:0051460]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of corticotropin secretion [GO:0051461]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of cortisol secretion [GO:0051462]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of cortisol secretion [GO:0051463]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of cortisol secretion [GO:0051464]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of corticotropin-releasing hormone secretion [GO:0051465]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of corticotropin-releasing hormone secretion [GO:0051466]",1,1,1,1,1,1,1,1,1,1,1,1
"detection of steroid hormone stimulus [GO:0051467]",1,1,1,1,1,1,1,1,1,1,1,1
"detection of glucocorticoid hormone stimulus [GO:0051468]",1,1,1,1,1,1,1,1,1,1,1,1
"vesicle fusion with vacuole [GO:0051469]",1,1,1,1,1,1,1,1,1,1,1,1
"ectoine transport [GO:0051470]",1,1,1,1,1,1,1,1,1,1,1,1
"glucosylglycerol metabolic process [GO:0051472]",1,1,1,1,1,1,1,1,1,1,1,1
"glucosylglycerol biosynthetic process [GO:0051473]",1,1,1,1,1,1,1,1,1,1,1,1
"glucosylglycerol transport [GO:0051475]",1,1,1,1,1,1,1,1,1,1,1,1
"mannosylglycerate transport [GO:0051476]",1,1,1,1,1,1,1,1,1,1,1,1
"mannosylglycerate metabolic process [GO:0051478]",1,1,1,1,1,1,1,1,1,1,1,1
"mannosylglycerate biosynthetic process [GO:0051479]",1,1,1,1,1,1,1,1,1,1,1,1
"cytosolic calcium ion homeostasis [GO:0051480]",1,1,0.279260780287474,1,1,1,1,1,1,1,1,1
"reduction of cytosolic calcium ion concentration [GO:0051481]",1,1,1,1,1,1,1,1,1,1,1,1
"elevation of cytosolic calcium ion concentration involved in phospholipase C-activating G-protein coupled signaling pathway [GO:0051482]",1,1,1,1,1,1,1,1,1,1,1,1
"terpenoid biosynthetic process, mevalonate-independent [GO:0051483]",1,1,1,1,1,1,1,1,1,1,1,1
"isopentenyl diphosphate biosynthetic process, mevalonate-independent pathway involved in terpenoid biosynthetic process [GO:0051484]",1,1,1,1,1,1,1,1,1,1,1,1
"terpenoid biosynthetic process, mevalonate-dependent [GO:0051485]",1,1,1,1,1,1,1,1,1,1,1,1
"isopentenyl diphosphate biosynthetic process, mevalonate pathway involved in terpenoid biosynthetic process [GO:0051486]",1,1,1,1,1,1,1,1,1,1,1,1
"activation of anaphase-promoting complex activity involved in meiotic cell cycle [GO:0051487]",1,1,1,1,1,1,1,1,1,1,1,1
"activation of anaphase-promoting complex activity [GO:0051488]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of filopodium assembly [GO:0051489]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of filopodium assembly [GO:0051490]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of filopodium assembly [GO:0051491]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of stress fiber assembly [GO:0051492]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of cytoskeleton organization [GO:0051493]",0.544273028223436,1,0.626497409155806,0.514398361471048,1,1,1,1,1,1,1,1
"negative regulation of cytoskeleton organization [GO:0051494]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of cytoskeleton organization [GO:0051495]",1,1,0.279260780287474,1,1,1,1,1,1,1,1,1
"positive regulation of stress fiber assembly [GO:0051496]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of stress fiber assembly [GO:0051497]",1,1,1,1,1,1,1,1,1,1,1,1
"diterpene phytoalexin metabolic process [GO:0051501]",1,1,1,1,1,1,1,1,1,1,1,1
"diterpene phytoalexin biosynthetic process [GO:0051502]",1,1,1,1,1,1,1,1,1,1,1,1
"adenine nucleotide transport [GO:0051503]",1,1,1,1,1,1,1,1,1,1,1,1
"diterpene phytoalexin precursor biosynthetic process pathway [GO:0051504]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of unidimensional cell growth [GO:0051510]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of unidimensional cell growth [GO:0051511]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of unidimensional cell growth [GO:0051512]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of monopolar cell growth [GO:0051513]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of monopolar cell growth [GO:0051514]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of monopolar cell growth [GO:0051515]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of bipolar cell growth [GO:0051516]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of bipolar cell growth [GO:0051517]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of bipolar cell growth [GO:0051518]",1,1,1,1,1,1,1,1,1,1,1,1
"activation of bipolar cell growth [GO:0051519]",1,1,1,1,1,1,1,1,1,1,1,1
"termination of bipolar cell growth [GO:0051520]",1,1,1,1,1,1,1,1,1,1,1,1
"termination of monopolar cell growth [GO:0051521]",1,1,1,1,1,1,1,1,1,1,1,1
"activation of monopolar cell growth [GO:0051522]",1,1,1,1,1,1,1,1,1,1,1,1
"cell growth mode switching, monopolar to bipolar [GO:0051523]",1,1,1,1,1,1,1,1,1,1,1,1
"cell growth mode switching, bipolar to monopolar [GO:0051524]",1,1,1,1,1,1,1,1,1,1,1,1
"NFAT protein import into nucleus [GO:0051531]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of NFAT protein import into nucleus [GO:0051532]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of NFAT protein import into nucleus [GO:0051533]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of NFAT protein import into nucleus [GO:0051534]",1,1,1,1,1,1,1,1,1,1,1,1
"elastin metabolic process [GO:0051541]",1,1,1,1,1,1,1,1,1,1,1,1
"elastin biosynthetic process [GO:0051542]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of elastin biosynthetic process [GO:0051543]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of elastin biosynthetic process [GO:0051544]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of elastin biosynthetic process [GO:0051545]",1,1,1,1,1,1,1,1,1,1,1,1
"keratinocyte migration [GO:0051546]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of keratinocyte migration [GO:0051547]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of keratinocyte migration [GO:0051548]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of keratinocyte migration [GO:0051549]",1,1,1,1,1,1,1,1,1,1,1,1
"aurone metabolic process [GO:0051550]",1,1,1,1,1,1,1,1,1,1,1,1
"aurone biosynthetic process [GO:0051551]",1,1,1,1,1,1,1,1,1,1,1,1
"flavone metabolic process [GO:0051552]",1,1,1,1,1,1,1,1,1,1,1,1
"flavone biosynthetic process [GO:0051553]",1,1,1,1,1,1,1,1,1,1,1,1
"flavonol metabolic process [GO:0051554]",1,1,1,1,1,1,1,1,1,1,1,1
"flavonol biosynthetic process [GO:0051555]",1,1,1,1,1,1,1,1,1,1,1,1
"leucoanthocyanidin metabolic process [GO:0051556]",1,1,1,1,1,1,1,1,1,1,1,1
"leucoanthocyanidin biosynthetic process [GO:0051557]",1,1,1,1,1,1,1,1,1,1,1,1
"phlobaphene metabolic process [GO:0051558]",1,1,1,1,1,1,1,1,1,1,1,1
"phlobaphene biosynthetic process [GO:0051559]",1,1,1,1,1,1,1,1,1,1,1,1
"mitochondrial calcium ion homeostasis [GO:0051560]",1,1,1,1,1,1,1,1,1,1,1,1
"elevation of mitochondrial calcium ion concentration [GO:0051561]",1,1,1,1,1,1,1,1,1,1,1,1
"reduction of mitochondrial calcium ion concentration [GO:0051562]",1,1,1,1,1,1,1,1,1,1,1,1
"smooth endoplasmic reticulum calcium ion homeostasis [GO:0051563]",1,1,1,1,1,1,1,1,1,1,1,1
"elevation of smooth endoplasmic reticulum calcium ion concentration [GO:0051564]",1,1,1,1,1,1,1,1,1,1,1,1
"reduction of smooth endoplasmic reticulum calcium ion concentration [GO:0051565]",1,1,1,1,1,1,1,1,1,1,1,1
"histone H3-K9 methylation [GO:0051567]",1,1,1,1,1,1,1,1,1,1,1,1
"histone H3-K4 methylation [GO:0051568]",0.407432757877658,1,0.480949121606206,1,1,1,1,1,1,1,1,1
"regulation of histone H3-K4 methylation [GO:0051569]",1,1,0.279260780287474,1,1,1,1,1,1,1,1,1
"regulation of histone H3-K9 methylation [GO:0051570]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of histone H3-K4 methylation [GO:0051571]",1,1,0.279260780287474,1,1,1,1,1,1,1,1,1
"negative regulation of histone H3-K4 methylation [GO:0051572]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of histone H3-K9 methylation [GO:0051573]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of histone H3-K9 methylation [GO:0051574]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of neurotransmitter uptake [GO:0051580]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of neurotransmitter uptake [GO:0051581]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of neurotransmitter uptake [GO:0051582]",1,1,1,1,1,1,1,1,1,1,1,1
"dopamine uptake involved in synaptic transmission [GO:0051583]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of dopamine uptake involved in synaptic transmission [GO:0051584]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of dopamine uptake involved in synaptic transmission [GO:0051585]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of dopamine uptake involved in synaptic transmission [GO:0051586]",1,1,1,1,1,1,1,1,1,1,1,1
"inhibition of dopamine uptake involved in synaptic transmission [GO:0051587]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of neurotransmitter transport [GO:0051588]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of neurotransmitter transport [GO:0051589]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of neurotransmitter transport [GO:0051590]",1,1,1,1,1,1,1,1,1,1,1,1
"response to cAMP [GO:0051591]",1,1,1,1,1,1,1,1,1,1,1,1
"response to calcium ion [GO:0051592]",1,1,1,1,1,1,1,1,1,1,1,1
"response to folic acid [GO:0051593]",1,1,1,1,1,1,1,1,1,1,1,1
"detection of glucose [GO:0051594]",1,1,1,1,1,1,1,1,1,1,1,1
"response to methylglyoxal [GO:0051595]",1,1,1,1,1,1,1,1,1,1,1,1
"methylglyoxal catabolic process [GO:0051596]",1,1,1,1,1,1,1,1,1,1,1,1
"response to methylmercury [GO:0051597]",1,1,1,1,1,1,1,1,1,1,1,1
"meiotic recombination checkpoint [GO:0051598]",1,1,1,1,1,1,1,1,1,1,1,1
"response to hydrostatic pressure [GO:0051599]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of endocytosis by exocyst localization [GO:0051600]",1,1,1,1,1,1,1,1,1,1,1,1
"exocyst localization [GO:0051601]",1,1,1,1,1,1,1,1,1,1,1,1
"response to electrical stimulus [GO:0051602]",1,1,1,1,1,1,1,1,1,1,1,1
"proteolysis involved in cellular protein catabolic process [GO:0051603]",0.793469700140978,1,0.0540875392995269,1,1,1,0.37077018495643,1,1,1,1,1
"protein maturation [GO:0051604]",1,1,1,1,1,1,1,1,1,1,1,1
"detection of stimulus [GO:0051606]",1,1,1,1,1,1,1,1,1,1,1,1
"defense response to virus [GO:0051607]",0.229979466119096,1,1,1,1,1,1,1,1,1,1,1
"histamine transport [GO:0051608]",1,1,1,1,1,1,1,1,1,1,1,1
"inhibition of neurotransmitter uptake [GO:0051609]",1,1,1,1,1,1,1,1,1,1,1,1
"serotonin uptake [GO:0051610]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of serotonin uptake [GO:0051611]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of serotonin uptake [GO:0051612]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of serotonin uptake [GO:0051613]",1,1,1,1,1,1,1,1,1,1,1,1
"inhibition of serotonin uptake [GO:0051614]",1,1,1,1,1,1,1,1,1,1,1,1
"histamine uptake [GO:0051615]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of histamine uptake [GO:0051616]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of histamine uptake [GO:0051617]",1,1,1,1,1,1,1,1,1,1,1,1
