"V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"hepatocyte growth factor receptor signaling pathway [GO:0048012]",1,1,1,1,1,1,1,1,1,1
"ephrin receptor signaling pathway [GO:0048013]",0.91365727736518,0.294514790896458,0.178712031000753,0.576536352874588,1,1,1,1,0.0584471831565989,1
"Tie receptor signaling pathway [GO:0048014]",1,1,1,1,1,1,1,1,1,1
"phosphatidylinositol-mediated signaling [GO:0048015]",0.607064989002985,0.590167631342808,0.678544024740788,0.145610793556845,0.831169160956659,1,1,0.632353038512594,1,1
"inositol phosphate-mediated signaling [GO:0048016]",0.30483986281689,1,1,1,1,1,1,1,1,1
"inositol lipid-mediated signaling [GO:0048017]",0.607064989002985,0.590167631342808,0.678544024740788,0.145610793556845,0.831169160956659,1,1,0.632353038512594,1,1
"regulation of melanin biosynthetic process [GO:0048021]",1,1,1,1,1,1,1,1,1,1
"negative regulation of melanin biosynthetic process [GO:0048022]",1,1,1,1,1,1,1,1,1,1
"positive regulation of melanin biosynthetic process [GO:0048023]",1,1,1,1,1,1,1,1,1,1
"regulation of mRNA splicing, via spliceosome [GO:0048024]",0.985786641562767,0.00982655866248437,1,0.228691024613508,1,0.095198487580618,1,1,1,1
"negative regulation of mRNA splicing, via spliceosome [GO:0048025]",0.959811006139677,0.000297919864490119,1,1,1,1,1,1,1,1
"positive regulation of mRNA splicing, via spliceosome [GO:0048026]",0.982012917658014,0.195874710426353,1,0.0818559780236949,1,1,1,1,1,1
"heme o metabolic process [GO:0048033]",1,1,1,1,1,1,1,1,1,1
"heme O biosynthetic process [GO:0048034]",1,1,1,1,1,1,1,1,1,1
"heme o catabolic process [GO:0048035]",1,1,1,1,1,1,1,1,1,1
"central complex development [GO:0048036]",1,1,1,1,1,1,1,1,1,1
"focal adhesion assembly [GO:0048041]",0.973548788587995,1,1,0.0124733888547954,1,1,1,1,0.0725262794352005,1
"regulation of post-mating oviposition [GO:0048042]",1,1,1,1,1,1,1,1,1,1
"mating behavior, sex discrimination [GO:0048047]",1,1,1,1,1,1,1,1,1,1
"embryonic eye morphogenesis [GO:0048048]",0.965264432517806,1,1,0.0521328919877589,1,1,0.111074527841221,1,1,1
"post-embryonic eye morphogenesis [GO:0048050]",1,1,1,1,1,1,1,1,1,1
"R1/R6 cell differentiation [GO:0048052]",1,1,1,1,1,1,1,1,1,1
"R1/R6 development [GO:0048053]",1,1,1,1,1,1,1,1,1,1
"R2/R5 cell differentiation [GO:0048054]",1,1,1,1,1,1,1,1,1,1
"R2/R5 development [GO:0048055]",1,1,1,1,1,1,1,1,1,1
"R3/R4 cell differentiation [GO:0048056]",1,1,1,1,1,1,1,1,1,1
"R3/R4 development [GO:0048057]",1,1,1,1,1,1,1,1,1,1
"compound eye corneal lens development [GO:0048058]",1,1,1,1,1,1,1,1,1,1
"negative gravitaxis [GO:0048060]",1,1,1,1,1,1,1,1,1,1
"positive gravitaxis [GO:0048061]",1,1,1,1,1,1,1,1,1,1
"male courtship behavior, veined wing extension [GO:0048065]",1,1,1,1,1,1,1,1,1,1
"developmental pigmentation [GO:0048066]",0.481963526075258,0.294514790896458,1,1,0.174725937442014,1,1,1,1,1
"cuticle pigmentation [GO:0048067]",1,1,1,1,1,1,1,1,1,1
"eye pigmentation [GO:0048069]",0.30483986281689,1,1,1,1,1,1,1,1,1
"regulation of developmental pigmentation [GO:0048070]",0.577954310046501,1,1,1,0.261028823563141,1,1,1,1,1
"sex-specific pigmentation [GO:0048071]",1,1,1,1,1,1,1,1,1,1
"compound eye pigmentation [GO:0048072]",1,1,1,1,1,1,1,1,1,1
"regulation of eye pigmentation [GO:0048073]",1,1,1,1,1,1,1,1,1,1
"negative regulation of eye pigmentation [GO:0048074]",1,1,1,1,1,1,1,1,1,1
"positive regulation of eye pigmentation [GO:0048075]",1,1,1,1,1,1,1,1,1,1
"regulation of compound eye pigmentation [GO:0048076]",1,1,1,1,1,1,1,1,1,1
"negative regulation of compound eye pigmentation [GO:0048077]",1,1,1,1,1,1,1,1,1,1
"positive regulation of compound eye pigmentation [GO:0048078]",1,1,1,1,1,1,1,1,1,1
"regulation of cuticle pigmentation [GO:0048079]",1,1,1,1,1,1,1,1,1,1
"negative regulation of cuticle pigmentation [GO:0048080]",1,1,1,1,1,1,1,1,1,1
"positive regulation of cuticle pigmentation [GO:0048081]",1,1,1,1,1,1,1,1,1,1
"regulation of adult chitin-containing cuticle pigmentation [GO:0048082]",1,1,1,1,1,1,1,1,1,1
"negative regulation of adult chitin-containing cuticle pigmentation [GO:0048083]",1,1,1,1,1,1,1,1,1,1
"positive regulation of adult chitin-containing cuticle pigmentation [GO:0048084]",1,1,1,1,1,1,1,1,1,1
"adult chitin-containing cuticle pigmentation [GO:0048085]",1,1,1,1,1,1,1,1,1,1
"negative regulation of developmental pigmentation [GO:0048086]",1,1,1,1,1,1,1,1,1,1
"positive regulation of developmental pigmentation [GO:0048087]",0.799464130979156,1,1,1,0.182619469506778,1,1,1,1,1
"regulation of male pigmentation [GO:0048088]",1,1,1,1,1,1,1,1,1,1
"regulation of female pigmentation [GO:0048089]",1,1,1,1,1,1,1,1,1,1
"negative regulation of female pigmentation [GO:0048090]",1,1,1,1,1,1,1,1,1,1
"positive regulation of female pigmentation [GO:0048091]",1,1,1,1,1,1,1,1,1,1
"negative regulation of male pigmentation [GO:0048092]",1,1,1,1,1,1,1,1,1,1
"positive regulation of male pigmentation [GO:0048093]",1,1,1,1,1,1,1,1,1,1
"male pigmentation [GO:0048094]",1,1,1,1,1,1,1,1,1,1
"female pigmentation [GO:0048095]",1,1,1,1,1,1,1,1,1,1
"chromatin-mediated maintenance of transcription [GO:0048096]",0.552151996898022,1,1,1,1,1,1,1,1,1
"long-term maintenance of gene activation [GO:0048097]",1,1,1,1,1,1,1,1,1,1
"antennal joint development [GO:0048098]",1,1,1,1,1,1,1,1,1,1
"anterior/posterior lineage restriction, imaginal disc [GO:0048099]",1,1,1,1,1,1,1,1,1,1
"wing disc anterior/posterior pattern formation [GO:0048100]",1,1,1,1,1,1,1,1,1,1
"autophagic cell death [GO:0048102]",0.799464130979156,1,0.0480102795107887,1,1,1,1,1,1,1
"somatic stem cell division [GO:0048103]",0.577954310046501,1,1,0.540406788508398,1,1,1,1,1,1
"establishment of body hair or bristle planar orientation [GO:0048104]",1,1,1,1,1,1,1,1,1,1
"establishment of body hair planar orientation [GO:0048105]",1,1,1,1,1,1,1,1,1,1
"establishment of thoracic bristle planar orientation [GO:0048106]",1,1,1,1,1,1,1,1,1,1
"4-amino-3-isothiazolidinone biosynthetic process [GO:0048107]",1,1,1,1,1,1,1,1,1,1
"peptide cross-linking via 4-amino-3-isothiazolidinone [GO:0048108]",1,1,1,1,1,1,1,1,1,1
"peptide cross-linking via 2-amino-3-isothiazolidinone-L-serine [GO:0048109]",1,1,1,1,1,1,1,1,1,1
"female germ-line stem cell division [GO:0048132]",1,1,1,1,1,1,1,1,1,1
"male germ-line stem cell division [GO:0048133]",1,1,1,1,1,1,1,1,1,1
"germ-line cyst formation [GO:0048134]",1,1,1,1,1,1,1,1,1,1
"female germ-line cyst formation [GO:0048135]",1,1,1,1,1,1,1,1,1,1
"male germ-line cyst formation [GO:0048136]",1,1,1,1,1,1,1,1,1,1
"spermatocyte division [GO:0048137]",1,1,1,1,1,1,1,1,1,1
"germ-line cyst encapsulation [GO:0048138]",1,1,1,1,1,1,1,1,1,1
"female germ-line cyst encapsulation [GO:0048139]",1,1,1,1,1,1,1,1,1,1
"male germ-line cyst encapsulation [GO:0048140]",1,1,1,1,1,1,1,1,1,1
"germarium-derived cystoblast division [GO:0048142]",1,1,1,1,1,1,1,1,1,1
"astrocyte activation [GO:0048143]",1,1,1,1,1,1,1,1,1,1
"fibroblast proliferation [GO:0048144]",0.649778989409612,0.432832362736269,0.273877967841419,0.965654359319583,0.358560475359804,1,1,0.245859371053707,1,1
"regulation of fibroblast proliferation [GO:0048145]",0.649778989409612,0.432832362736269,0.273877967841419,0.965654359319583,0.358560475359804,1,1,0.245859371053707,1,1
"positive regulation of fibroblast proliferation [GO:0048146]",0.87100336006633,1,1,1,0.075512369285276,1,1,0.102796551030731,1,1
"negative regulation of fibroblast proliferation [GO:0048147]",0.481963526075258,1,0.178712031000753,0.874301354197892,0.553774748595233,1,1,1,1,1
"behavioral response to cocaine [GO:0048148]",0.799464130979156,1,0.0480102795107887,1,1,1,1,1,1,1
"behavioral response to ethanol [GO:0048149]",0.799464130979156,1,0.0480102795107887,1,1,1,1,1,1,1
"behavioral response to ether [GO:0048150]",1,1,1,1,1,1,1,1,1,1
"hyperphosphorylation [GO:0048151]",1,1,1,1,1,1,1,1,1,1
"S100 beta biosynthetic process [GO:0048152]",1,1,1,1,1,1,1,1,1,1
"S100 alpha biosynthetic process [GO:0048153]",1,1,1,1,1,1,1,1,1,1
"oogonium stage [GO:0048158]",1,1,1,1,1,1,1,1,1,1
"primary oocyte stage [GO:0048159]",1,1,1,1,1,1,1,1,1,1
"primary follicle stage [GO:0048160]",1,1,1,1,1,1,1,1,1,1
"double layer follicle stage [GO:0048161]",1,1,1,1,1,1,1,1,1,1
"multi-layer follicle stage [GO:0048162]",1,1,1,1,1,1,1,1,1,1
"scattered antral spaces stage [GO:0048163]",1,1,1,1,1,1,1,1,1,1
"distinct antral spaces stage [GO:0048164]",1,1,1,1,1,1,1,1,1,1
"fused antrum stage [GO:0048165]",1,1,1,1,1,1,1,1,1,1
"mature follicle stage [GO:0048166]",1,1,1,1,1,1,1,1,1,1
"regulation of synaptic plasticity [GO:0048167]",0.891326340907038,1,0.25576586195767,0.539344124977275,0.322119607419215,1,1,1,0.0863984264814598,1
"regulation of neuronal synaptic plasticity [GO:0048168]",0.761443147362903,1,0.0937272452327707,0.645351398218014,1,1,1,1,1,1
"regulation of long-term neuronal synaptic plasticity [GO:0048169]",0.910219041445484,1,0.0711484912046444,0.540406788508398,1,1,1,1,1,1
"positive regulation of long-term neuronal synaptic plasticity [GO:0048170]",1,1,1,1,1,1,1,1,1,1
"negative regulation of long-term neuronal synaptic plasticity [GO:0048171]",1,1,1,1,1,1,1,1,1,1
"regulation of short-term neuronal synaptic plasticity [GO:0048172]",0.799464130979156,1,0.0480102795107887,1,1,1,1,1,1,1
"positive regulation of short-term neuronal synaptic plasticity [GO:0048173]",1,1,1,1,1,1,1,1,1,1
"negative regulation of short-term neuronal synaptic plasticity [GO:0048174]",1,1,1,1,1,1,1,1,1,1
"hepatocyte growth factor biosynthetic process [GO:0048175]",1,1,1,1,1,1,1,1,1,1
"regulation of hepatocyte growth factor biosynthetic process [GO:0048176]",1,1,1,1,1,1,1,1,1,1
"positive regulation of hepatocyte growth factor biosynthetic process [GO:0048177]",1,1,1,1,1,1,1,1,1,1
"negative regulation of hepatocyte growth factor biosynthetic process [GO:0048178]",1,1,1,1,1,1,1,1,1,1
"wing disc dorsal/ventral pattern formation [GO:0048190]",1,1,1,1,1,1,1,1,1,1
"Golgi vesicle transport [GO:0048193]",0.61288081220419,0.924349111976379,1,0.364575388170647,0.200743030299319,1,0.258142292598778,1,0.35958267947078,1
"Golgi vesicle budding [GO:0048194]",0.849968678376245,1,1,0.199779936249028,1,1,1,1,0.0513290831335389,1
"Golgi membrane priming complex assembly [GO:0048195]",1,1,1,1,1,1,1,1,1,1
"Golgi membrane coat protein complex assembly [GO:0048197]",1,1,1,1,1,1,1,1,1,1
"Golgi vesicle bud deformation and release [GO:0048198]",1,1,1,1,1,1,1,1,1,1
"vesicle targeting, to, from or within Golgi [GO:0048199]",0.825573386278027,1,1,0.154506899932437,1,1,0.196476702447565,1,0.0932578298813403,1
"Golgi transport vesicle coating [GO:0048200]",0.849968678376245,1,1,0.199779936249028,1,1,1,1,0.0513290831335389,1
"vesicle targeting, plasma membrane to endosome [GO:0048201]",1,1,1,1,1,1,1,1,1,1
"clathrin coating of Golgi vesicle [GO:0048202]",1,1,1,1,1,1,1,1,1,1
"vesicle targeting, trans-Golgi to endosome [GO:0048203]",1,1,1,1,1,1,1,1,1,1
"vesicle targeting, inter-Golgi cisterna [GO:0048204]",1,1,1,1,1,1,1,1,1,1
"COPI coating of Golgi vesicle [GO:0048205]",0.849968678376245,1,1,0.199779936249028,1,1,1,1,0.0513290831335389,1
"vesicle targeting, cis-Golgi to rough ER [GO:0048206]",1,1,1,1,1,1,1,1,1,1
"vesicle targeting, rough ER to cis-Golgi [GO:0048207]",0.849968678376245,1,1,0.199779936249028,1,1,0.111074527841221,1,1,1
"COPII vesicle coating [GO:0048208]",0.849968678376245,1,1,0.199779936249028,1,1,0.111074527841221,1,1,1
"regulation of vesicle targeting, to, from or within Golgi [GO:0048209]",1,1,1,1,1,1,1,1,1,1
"Golgi vesicle fusion to target membrane [GO:0048210]",1,1,1,1,1,1,1,1,1,1
"Golgi vesicle docking [GO:0048211]",1,1,1,1,1,1,1,1,1,1
"Golgi vesicle uncoating [GO:0048212]",1,1,1,1,1,1,1,1,1,1
"Golgi vesicle prefusion complex stabilization [GO:0048213]",1,1,1,1,1,1,1,1,1,1
"regulation of Golgi vesicle fusion to target membrane [GO:0048214]",1,1,1,1,1,1,1,1,1,1
"positive regulation of Golgi vesicle fusion to target membrane [GO:0048215]",1,1,1,1,1,1,1,1,1,1
"negative regulation of Golgi vesicle fusion to target membrane [GO:0048216]",1,1,1,1,1,1,1,1,1,1
"inter-Golgi cisterna vesicle-mediated transport [GO:0048219]",1,1,1,1,1,1,1,1,1,1
"plasma membrane to endosome transport [GO:0048227]",1,1,1,1,1,1,1,1,1,1
"actin cortical patch distribution [GO:0048228]",1,1,1,1,1,1,1,1,1,1
"gametophyte development [GO:0048229]",1,1,1,1,1,1,1,1,1,1
"male gamete generation [GO:0048232]",0.493020665223655,0.801431779186505,1,0.477203297623236,0.479921231894896,1,1,0.187975137704196,1,1
"pollen sperm cell differentiation [GO:0048235]",1,1,1,1,1,1,1,1,1,1
"plant-type spore development [GO:0048236]",1,1,1,1,1,1,1,1,1,1
"negative regulation of DNA recombination at telomere [GO:0048239]",1,1,1,1,1,1,1,1,1,1
"sperm capacitation [GO:0048240]",1,1,1,0.228253845159623,1,1,1,1,1,1
"epinephrine transport [GO:0048241]",1,1,1,1,1,1,1,1,1,1
"epinephrine secretion [GO:0048242]",1,1,1,1,1,1,1,1,1,1
"norepinephrine secretion [GO:0048243]",1,1,1,1,1,1,1,1,1,1
"eosinophil chemotaxis [GO:0048245]",0.394465472730098,1,1,0.645351398218014,1,1,1,1,1,1
"macrophage chemotaxis [GO:0048246]",0.910219041445484,1,1,0.132478352508648,1,1,1,1,1,1
"lymphocyte chemotaxis [GO:0048247]",0.481963526075258,1,1,0.576536352874588,0.553774748595233,1,1,1,1,1
"mitochondrial iron ion transport [GO:0048250]",1,1,1,1,1,1,1,1,1,1
"elastic fiber assembly [GO:0048251]",0.761443147362903,1,0.0937272452327707,0.645351398218014,1,1,1,1,1,1
"lauric acid metabolic process [GO:0048252]",1,1,1,1,1,1,1,1,1,1
"snoRNA localization [GO:0048254]",1,1,1,1,1,1,1,1,1,1
"mRNA stabilization [GO:0048255]",0.194911896178509,1,1,0.475776490459958,1,1,1,1,1,1
"regulation of receptor-mediated endocytosis [GO:0048259]",0.746871026830722,1,1,0.197529521082422,0.756516685469436,1,1,0.262066950598642,1,1
"positive regulation of receptor-mediated endocytosis [GO:0048260]",0.509996474565926,1,1,0.175570888489212,1,1,1,1,1,1
"negative regulation of receptor-mediated endocytosis [GO:0048261]",1,1,1,0.540406788508398,0.261028823563141,1,1,0.0630028823032046,1,1
"determination of dorsal/ventral asymmetry [GO:0048262]",1,0.122591698222137,1,0.132478352508648,1,1,1,1,1,1
"determination of dorsal identity [GO:0048263]",1,1,1,0.0520770471440969,1,1,1,1,1,1
"determination of ventral identity [GO:0048264]",1,1,1,1,1,1,1,1,1,1
"response to pain [GO:0048265]",0.799464130979156,1,1,1,0.182619469506778,1,1,1,1,1
"behavioral response to pain [GO:0048266]",1,1,1,1,1,1,1,1,1,1
"clathrin coat assembly [GO:0048268]",0.597102828307763,1,1,0.321384280283455,1,1,1,1,1,1
"N-terminal peptidyl-arginine acetylation [GO:0048275]",1,1,1,1,1,1,1,1,1,1
"nonexocytotic vesicle docking [GO:0048277]",1,1,1,1,1,1,1,1,1,1
"vesicle docking [GO:0048278]",1,1,1,1,1,1,1,1,1,1
"vesicle fusion with endoplasmic reticulum [GO:0048279]",1,1,1,1,1,1,1,1,1,1
"vesicle fusion with Golgi apparatus [GO:0048280]",1,1,1,1,1,1,1,1,1,1
"inflorescence morphogenesis [GO:0048281]",1,1,1,1,1,1,1,1,1,1
"determinate inflorescence morphogenesis [GO:0048282]",1,1,1,1,1,1,1,1,1,1
"indeterminate inflorescence morphogenesis [GO:0048283]",1,1,1,1,1,1,1,1,1,1
"organelle fusion [GO:0048284]",0.481963526075258,0.294514790896458,1,0.874301354197892,0.553774748595233,1,1,1,1,1
"organelle fission [GO:0048285]",0.948098439538397,0.296362938104064,0.877847382447842,0.143875397189952,0.429644904233444,1,0.168659131402034,0.843350563626991,0.133135451772765,1
"lung alveolus development [GO:0048286]",0.982466817568682,0.294514790896458,1,0.018458669603203,1,1,1,1,1,1
"nuclear membrane fusion involved in karyogamy [GO:0048288]",1,1,1,1,1,1,1,1,1,1
"isotype switching to IgE isotypes [GO:0048289]",1,1,1,0.0520770471440969,1,1,1,1,1,1
"isotype switching to IgA isotypes [GO:0048290]",1,1,1,1,1,1,1,0.0214553444487527,1,1
"isotype switching to IgG isotypes [GO:0048291]",0.799464130979156,1,1,0.404430643175149,1,1,1,1,1,1
"isotype switching to IgD isotypes [GO:0048292]",1,1,1,1,1,1,1,1,1,1
"regulation of isotype switching to IgE isotypes [GO:0048293]",1,1,1,0.0520770471440969,1,1,1,1,1,1
"negative regulation of isotype switching to IgE isotypes [GO:0048294]",1,1,1,0.228253845159623,1,1,1,1,1,1
"positive regulation of isotype switching to IgE isotypes [GO:0048295]",1,1,1,0.228253845159623,1,1,1,1,1,1
"regulation of isotype switching to IgA isotypes [GO:0048296]",1,1,1,1,1,1,1,0.0214553444487527,1,1
"negative regulation of isotype switching to IgA isotypes [GO:0048297]",1,1,1,1,1,1,1,1,1,1
"positive regulation of isotype switching to IgA isotypes [GO:0048298]",1,1,1,1,1,1,1,0.0214553444487527,1,1
"regulation of isotype switching to IgD isotypes [GO:0048299]",1,1,1,1,1,1,1,1,1,1
"negative regulation of isotype switching to IgD isotypes [GO:0048300]",1,1,1,1,1,1,1,1,1,1
"positive regulation of isotype switching to IgD isotypes [GO:0048301]",1,1,1,1,1,1,1,1,1,1
"regulation of isotype switching to IgG isotypes [GO:0048302]",1,1,1,0.228253845159623,1,1,1,1,1,1
"negative regulation of isotype switching to IgG isotypes [GO:0048303]",1,1,1,1,1,1,1,1,1,1
"positive regulation of isotype switching to IgG isotypes [GO:0048304]",1,1,1,1,1,1,1,1,1,1
"immunoglobulin secretion [GO:0048305]",1,1,1,1,0.0959028047046659,1,1,1,1,1
"organelle inheritance [GO:0048308]",0.799464130979156,1,1,0.404430643175149,1,1,1,1,1,1
"endoplasmic reticulum inheritance [GO:0048309]",1,1,1,1,1,1,1,1,1,1
"nucleus inheritance [GO:0048310]",1,1,1,1,1,1,1,1,1,1
"mitochondrion distribution [GO:0048311]",0.552151996898022,1,1,1,1,1,1,1,1,1
"intracellular distribution of mitochondria [GO:0048312]",1,1,1,1,1,1,1,1,1,1
"Golgi inheritance [GO:0048313]",0.799464130979156,1,1,0.404430643175149,1,1,1,1,1,1
"embryo sac morphogenesis [GO:0048314]",1,1,1,1,1,1,1,1,1,1
"conidium formation [GO:0048315]",1,1,1,1,1,1,1,1,1,1
"seed development [GO:0048316]",1,1,1,1,1,1,1,1,1,1
"seed morphogenesis [GO:0048317]",1,1,1,1,1,1,1,1,1,1
"axial mesoderm development [GO:0048318]",1,1,1,1,1,1,0.0166731291198134,1,1,1
"axial mesoderm morphogenesis [GO:0048319]",1,1,1,1,1,1,0.0166731291198134,1,1,1
"axial mesoderm formation [GO:0048320]",1,1,1,1,1,1,0.0166731291198134,1,1,1
"axial mesodermal cell differentiation [GO:0048321]",1,1,1,1,1,1,1,1,1,1
"axial mesodermal cell fate commitment [GO:0048322]",1,1,1,1,1,1,1,1,1,1
"axial mesodermal cell fate determination [GO:0048323]",1,1,1,1,1,1,1,1,1,1
"regulation of axial mesodermal cell fate determination [GO:0048324]",1,1,1,1,1,1,1,1,1,1
"negative regulation of axial mesodermal cell fate determination [GO:0048325]",1,1,1,1,1,1,1,1,1,1
"positive regulation of axial mesodermal cell fate determination [GO:0048326]",1,1,1,1,1,1,1,1,1,1
"axial mesodermal cell fate specification [GO:0048327]",1,1,1,1,1,1,1,1,1,1
"regulation of axial mesodermal cell fate specification [GO:0048328]",1,1,1,1,1,1,1,1,1,1
"negative regulation of axial mesodermal cell fate specification [GO:0048329]",1,1,1,1,1,1,1,1,1,1
"positive regulation of axial mesodermal cell fate specification [GO:0048330]",1,1,1,1,1,1,1,1,1,1
"axial mesoderm structural organization [GO:0048331]",1,1,1,1,1,1,1,1,1,1
"mesoderm morphogenesis [GO:0048332]",0.849968678376245,0.263053964004002,1,0.837080729032479,0.506393647201081,1,0.111074527841221,1,1,1
"mesodermal cell differentiation [GO:0048333]",0.799464130979156,1,1,0.404430643175149,1,1,1,1,1,1
"regulation of mesodermal cell fate determination [GO:0048334]",1,1,1,1,1,1,1,1,1,1
"negative regulation of mesodermal cell fate determination [GO:0048335]",1,1,1,1,1,1,1,1,1,1
"positive regulation of mesodermal cell fate determination [GO:0048336]",1,1,1,1,1,1,1,1,1,1
