"V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31"
"hypomethylation of CpG island [GO:0044029]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of DNA methylation [GO:0044030]",1,1,1,0.0717332299340828,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"modification by symbiont of host protein by phosphorylation [GO:0044031]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"modulation by symbiont of indole acetic acid levels in host [GO:0044032]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"multi-organism metabolic process [GO:0044033]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"multi-organism biosynthetic process [GO:0044034]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"multi-organism catabolic process [GO:0044035]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"cell wall macromolecule metabolic process [GO:0044036]",1,1,1,1,1,1,0.107276722243764,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"multi-organism cell wall macromolecule metabolic process [GO:0044037]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"cell wall macromolecule biosynthetic process [GO:0044038]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"multi-organism carbohydrate metabolic process [GO:0044040]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"multi-organism carbohydrate catabolic process [GO:0044041]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"glucan metabolic process [GO:0044042]",0.664397246416803,1,0.216938569661781,0.672933541192699,0.597466133530313,0.262015727012631,1,0.294921840722502,1,1,1,1,0.205721066627649,1,1,1,1,1,1,1,1,0.058495549116358,1,1,1,1,1,1,1,1
"multi-organism glucan metabolic process [GO:0044043]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"interaction with host via substance in symbiont surface [GO:0044044]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"interaction with host via substance in symbiont cell outer membrane [GO:0044045]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"interaction with host via substance released outside of symbiont [GO:0044046]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"interaction with host via protein secreted by type I secretion system [GO:0044047]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"interaction with host via protein secreted by type V secretion system [GO:0044048]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"interaction with host via protein secreted by type VI secretion system [GO:0044049]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"interaction with host via substance released by sporangium lysis [GO:0044050]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"interaction with host via substance released by symbiont cytolysis [GO:0044051]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"interaction with host via substance released by membrane budding [GO:0044052]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"translocation of peptides or proteins into host cell cytoplasm [GO:0044053]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"rounding by symbiont of host cells [GO:0044054]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"modulation by symbiont of host system process [GO:0044055]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"modulation by symbiont of host digestive system process [GO:0044056]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of system process [GO:0044057]",0.914834658980884,0.733148464486833,0.312852241797417,0.887389808527935,0.788594434620805,0.759012404099855,0.0333370029403932,1,1,1,0.0962469533028215,1,0.200668350169703,1,1,0.644615122040259,1,0.563006961615338,0.173957522854045,1,0.132971403308178,0.245950389252804,1,0.366111579624245,1,1,1,1,1,1
"regulation of digestive system process [GO:0044058]",0.738462917214171,1,1,1,1,1,0.203057528931675,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"modulation by symbiont of host endocrine process [GO:0044059]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of endocrine process [GO:0044060]",0.173448199342314,1,1,1,1,1,1,1,1,1,0.0758067951138374,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"modulation by symbiont of host excretion [GO:0044061]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of excretion [GO:0044062]",1,1,1,1,1,1,0.107276722243764,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"modulation by symbiont of host neurological system process [GO:0044063]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"modulation by symbiont of host respiratory system process [GO:0044064]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of respiratory system process [GO:0044065]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"modification by symbiont of host cell nucleus [GO:0044066]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"modification by symbiont of host intercellular junctions [GO:0044067]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"modulation by symbiont of host cellular process [GO:0044068]",1,1,1,1,1,1,0.203057528931675,1,1,1,0.031035680627303,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"modification by symbiont of host anion transport [GO:0044069]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of anion transport [GO:0044070]",0.898506350091499,1,1,0.488437195760889,1,0.1665888473775,0.250366280961556,1,1,1,1,1,0.406846635915272,1,1,1,1,1,1,0.0422471840245628,1,1,1,1,1,1,1,1,1,1
"modulation by symbiont of host cell cycle [GO:0044071]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation by symbiont of host cell cycle [GO:0044072]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"modulation by symbiont of host translation [GO:0044073]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation by symbiont of host translation [GO:0044074]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"modulation by symbiont of host vacuole organization [GO:0044075]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation by symbiont of host vacuole organization [GO:0044076]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"modulation by symbiont of host receptor-mediated endocytosis [GO:0044077]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation by symbiont of host receptor-mediated endocytosis [GO:0044078]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"modulation by symbiont of host neurotransmitter secretion [GO:0044079]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"modulation by symbiont of host cGMP-mediated signal transduction [GO:0044080]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"modulation by symbiont of host nitric oxide-mediated signal transduction [GO:0044081]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"modulation by symbiont of host small GTPase mediated signal transduction [GO:0044082]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"modulation by symbiont of host Rho protein signal transduction [GO:0044083]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"cellular component biogenesis [GO:0044085]",0.953233849767874,0.898148167151065,0.522179864897448,0.958271533150481,0.341754364442957,0.0779170699359943,0.283897399872234,0.502539308632872,0.00298935731501936,0.541681792241193,0.0138299442776567,0.374440975865098,0.871670731518155,0.811010364948467,0.151572380462645,0.159700557302665,0.214496199195715,0.694275889654853,1,0.60451705403895,0.00145002833854194,0.235604844837635,1,0.939178303039562,1,0.516235093823449,0.194247757783232,0.42791643849041,1,1
"regulation of cellular component biogenesis [GO:0044087]",0.981348222910417,0.519730228075586,0.445377845061669,0.909092476539568,0.468660561079859,0.285688496247097,0.0693843916409498,0.361665630367971,0.135167782108547,1,0.0574763950449538,0.149572628986408,0.777084743883164,0.779454768057168,0.26125130962276,0.747553683180944,1,0.7162719301436,1,0.361409074173415,0.504621059587662,0.0530556677151796,1,1,1,1,1,0.113966671762639,1,1
"regulation of vacuole organization [GO:0044088]",0.482842962998157,1,0.0476956188084984,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of cellular component biogenesis [GO:0044089]",0.797955444611462,1,1,0.310839106796681,1,1,1,1,1,1,0.0758067951138374,1,1,1,1,1,1,1,1,0.0236895377883156,1,1,1,1,1,1,1,1,1,1
"positive regulation of vacuole organization [GO:0044090]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"membrane biogenesis [GO:0044091]",0.738462917214171,1,1,1,1,1,0.203057528931675,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of molecular function [GO:0044092]",0.525491947368703,0.921288198712323,0.147377140365435,0.981035189046327,0.75955803847546,0.65136647350748,0.0708921435175279,0.579054691976461,1,0.242737756696407,0.263954641646878,0.809471189246418,0.364387477711822,0.693141727335982,0.515985748774535,0.63137747640695,0.371321709534601,0.939092386333015,1,0.285456529614123,0.768633358660591,0.0111295972320722,0.737374477342591,0.766289585935017,1,1,1,0.251714359637834,1,1
"positive regulation of molecular function [GO:0044093]",0.936355962295913,0.987939216029184,0.46096488299909,0.890120523499448,0.131802768743966,0.51313655060196,0.123598309663082,0.245223785577908,0.413260500709349,0.769676504433906,0.429910198399759,0.452988908439722,0.0926651467889371,0.910932158184453,0.296403511003716,0.547864982827959,0.508890091725391,0.411053093223416,0.606868511890913,1,0.406837468254007,0.149825471305569,0.600154138094516,0.370710143551524,1,1,1,1,1,1
"secretion by the type IV secretion system [GO:0044097]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"DNA secretion by the type IV secretion system [GO:0044098]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"cellular amine metabolic process [GO:0044106]",0.618531932461077,1,0.294888334123654,0.34848446204181,0.911552249345509,0.150442485760456,0.176813141451286,0.458773924307426,1,0.249947457267324,1,1,0.898370192105212,0.662834299835649,1,0.0742307559072303,1,0.539162267704889,1,1,1,0.236731795467545,1,1,1,1,1,1,1,1
"cellular alcohol metabolic process [GO:0044107]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"cellular alcohol biosynthetic process [GO:0044108]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"cellular alcohol catabolic process [GO:0044109]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"growth involved in symbiotic interaction [GO:0044110]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"development involved in symbiotic interaction [GO:0044111]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"growth in other organism involved in symbiotic interaction [GO:0044112]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"development in other organism involved in symbiotic interaction [GO:0044113]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"development of symbiont in host [GO:0044114]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"development of symbiont involved in interaction with host [GO:0044115]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"growth of symbiont involved in interaction with host [GO:0044116]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"growth of symbiont in host [GO:0044117]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"development of symbiont in host cell [GO:0044118]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"growth of symbiont in host cell [GO:0044119]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"development of symbiont in host organelle [GO:0044120]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"growth of symbiont in host organelle [GO:0044121]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"development of symbiont in host vascular tissue [GO:0044122]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"growth of symbiont in host vascular tissue [GO:0044123]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"development of symbiont in host intercellular space [GO:0044124]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"growth of symbiont in host intercellular space [GO:0044125]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of growth of symbiont in host [GO:0044126]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of development of symbiont in host [GO:0044127]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of growth of symbiont in host [GO:0044128]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of development of symbiont in host [GO:0044129]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of growth of symbiont in host [GO:0044130]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of development of symbiont in host [GO:0044131]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"development of symbiont on or near host [GO:0044132]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"growth of symbiont on or near host [GO:0044133]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"development of symbiont on or near host phyllosphere [GO:0044134]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"growth of symbiont on or near host phyllosphere [GO:0044135]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"development of symbiont on or near host rhizosphere [GO:0044136]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"growth of symbiont on or near host rhizosphere [GO:0044137]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"modulation of development of symbiont on or near host [GO:0044138]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"modulation of growth of symbiont on or near host [GO:0044139]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of growth of symbiont on or near host surface [GO:0044140]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of development of symbiont on or near host surface [GO:0044141]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of growth of symbiont on or near host surface [GO:0044142]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of development of symbiont on or near host surface [GO:0044143]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"modulation of growth of symbiont involved in interaction with host [GO:0044144]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"modulation of development of symbiont involved in interaction with host [GO:0044145]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of growth of symbiont involved in interaction with host [GO:0044146]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of development of symbiont involved in interaction with host [GO:0044147]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of growth of symbiont involved in interaction with host [GO:0044148]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of development of symbiont involved in interaction with host [GO:0044149]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"development of organism on or near symbiont surface [GO:0044150]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"growth of organism on or near symbiont surface [GO:0044151]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"development on or near surface of other organism involved in symbiotic interaction [GO:0044152]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"growth on or near surface of other organism involved in symbiotic interaction [GO:0044153]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"histone H3-K14 acetylation [GO:0044154]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"hemolysis in other organism [GO:0044179]",0.48856145792943,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"filamentous growth of a unicellular organism [GO:0044180]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"filamentous growth of a multicellular organism [GO:0044181]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"filamentous growth of a population of unicellular organisms [GO:0044182]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"'de novo' UMP biosynthetic process [GO:0044205]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"UMP salvage [GO:0044206]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"'de novo' AMP biosynthetic process [GO:0044208]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"AMP salvage [GO:0044209]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"'de novo' CTP biosynthetic process [GO:0044210]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CTP salvage [GO:0044211]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"multicellular organismal metabolic process [GO:0044236]",0.797955444611462,1,1,0.310839106796681,1,1,0.433086478970528,1,1,1,1,1,0.251804272951806,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"cellular metabolic process [GO:0044237]",0.433417137093121,0.995204026927971,0.574510768231801,0.705439420021087,0.59856524500752,0.342122614990213,0.283367379520354,0.396923591681773,0.105560872339172,0.994613022638793,0.94568999101319,0.509420513745163,0.324754390224707,0.99565918510207,0.453300389252533,0.231393913154613,0.888763830920453,0.061552025160156,0.60730023968683,0.392106060893286,0.146758473934938,0.0891949906226674,0.82978503823274,0.627454403900651,0.0778004060131127,0.554623911589726,0.67981330972606,0.838176690418739,1,0.645316546940245
"primary metabolic process [GO:0044238]",0.35953024784843,0.999672974764483,0.573531599682986,0.838057734934782,0.652064734481218,0.262815431379726,0.211527603519361,0.250970557080395,0.0939085001392067,0.992949482235363,0.993713868900163,0.572022193170807,0.121647012174274,0.997962408817101,0.417295645222737,0.302336756710824,0.965058962676975,0.0659945350495599,0.575094460592469,0.490396579666579,0.073261676748492,0.141429286111402,0.880829677748251,0.578329116197557,0.0720300432046245,0.760600623014424,0.654487858010503,0.824242524134784,1,0.63293353845109
"salivary polysaccharide catabolic process [GO:0044239]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"multicellular organismal lipid catabolic process [GO:0044240]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"lipid digestion [GO:0044241]",0.670195136578901,1,1,1,1,1,1,0.0889146556098064,1,1,1,1,1,1,1,1,1,1,1,0.0189957374892207,1,1,1,1,1,1,1,1,1,1
"cellular lipid catabolic process [GO:0044242]",0.705494866453289,1,1,0.464031514934872,0.880700270173127,1,0.0745634642839779,0.192064967241824,0.05299088933492,1,1,1,0.869280407970041,1,1,0.403152103138538,1,0.240444103915013,1,1,0.472993222480082,1,1,1,1,1,1,1,1,1
"multicellular organismal catabolic process [GO:0044243]",0.48856145792943,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"multicellular organismal polysaccharide catabolic process [GO:0044244]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"polysaccharide digestion [GO:0044245]",0.48856145792943,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of multicellular organismal metabolic process [GO:0044246]",1,1,1,0.20015580757507,1,1,0.288573010636485,1,1,1,1,1,0.159729346122727,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"cellular polysaccharide catabolic process [GO:0044247]",0.611484712018865,1,0.122224134646116,1,1,1,1,0.169963953597928,1,1,1,1,0.0707819013134856,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"cellular catabolic process [GO:0044248]",0.997810711317231,0.933203824451256,0.22901685148076,0.709081112159379,0.447126027285106,0.0611504121328627,0.00535503004106702,0.032963915035082,0.0433391723615655,0.666922750382183,0.968956712426446,0.754324468466643,0.501022712819101,0.856405318995857,0.828469473694204,0.361152835767065,1,0.110571741206809,0.422989710856267,1,0.0277335049197487,0.156266108675642,0.830048434588793,0.863345337546024,1,0.0535768333353075,1,1,1,1
"cellular biosynthetic process [GO:0044249]",0.549728831734795,0.965617018673804,0.135795010378984,0.813317816480783,0.389825367451009,0.257556356519416,0.549223791218879,0.465004998632836,0.567439817355594,0.970994300803456,0.941920855107332,0.659423514549053,0.293488124449915,0.975167515996218,0.54461198147271,0.271480343756716,0.726517608438804,0.126089486427566,0.643032359038947,0.686880826494461,0.114706637859243,0.0890904127485487,0.936220868483482,0.352242920935647,0.48484295179156,0.884332629478709,0.407910577310121,0.46594782990222,1,0.391907110677034
"negative regulation of metabolic activity involved in hibernation [GO:0044250]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"protein catabolic process by pepsin [GO:0044251]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of multicellular organismal metabolic process [GO:0044252]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of multicellular organismal metabolic process [GO:0044253]",1,1,1,0.20015580757507,1,1,0.288573010636485,1,1,1,1,1,0.159729346122727,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"multicellular organismal protein catabolic process [GO:0044254]",0.48856145792943,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
